movieId,title,genres,year,movieTitle,imdb_url,cover_url
1161,"The Tin Drum (Blechtrommel, Die)",Drama|War,1979.0,"The Tin Drum (Blechtrommel, Die) (1979)",https://www.imdb.com/title/tt0078875,https://m.media-amazon.com/images/M/MV5BYmM0ODBiMTQtNDFkZS00Zjg1LWFkNGMtZTg2NzBlMmZjNjlhXkEyXkFqcGdeQXVyMTMxMTY0OTQ@.jpg
1162,The Ruling Class,Comedy|Drama,1972.0,The Ruling Class (1972),https://www.imdb.com/title/tt0069198,https://m.media-amazon.com/images/M/MV5BZmQyZDI5ZmItZGExNy00YzJmLWE3NmYtNTBiMjcwMWFkNzkxXkEyXkFqcGdeQXVyMjI4MjA5MzA@.jpg
1163,Mina Tannenbaum,Drama,1994.0,Mina Tannenbaum (1994),https://www.imdb.com/title/tt0110521,https://m.media-amazon.com/images/M/MV5BMTgzOTMxNTc3NV5BMl5BanBnXkFtZTcwOTE5MjcxMQ@@.jpg
1167,Dear God,Comedy,1996.0,Dear God (1996),https://www.imdb.com/title/tt0116059,https://m.media-amazon.com/images/M/MV5BZmVhYTk1MWEtOTZkYS00YWJmLWJlZTctNDIzN2JjODMyYmMyXkEyXkFqcGdeQXVyNzc5MjA3OA@@.jpg
1170,Best of the Best 3: No Turning Back,Action,1995.0,Best of the Best 3: No Turning Back (1995),https://www.imdb.com/title/tt0112483,https://m.media-amazon.com/images/M/MV5BOTRhNDYxZGMtODFkOC00YjQwLWFiZmItYzUzYTgzNmE1NTVmXkEyXkFqcGdeQXVyMTY5Nzc4MDY@.jpg
1171,Bob Roberts,Comedy,1992.0,Bob Roberts (1992),https://www.imdb.com/title/tt0103850,https://m.media-amazon.com/images/M/MV5BZGY2MWQwZTMtNGY2MS00ZGE2LTk3MjQtNWQwNWY5OGI2NWJlXkEyXkFqcGdeQXVyNzc5MjA3OA@@.jpg
1172,Cinema Paradiso (Nuovo cinema Paradiso),Drama,1989.0,Cinema Paradiso (Nuovo cinema Paradiso) (1989),https://www.imdb.com/title/tt0095765,https://m.media-amazon.com/images/M/MV5BM2FhYjEyYmYtMDI1Yy00YTdlLWI2NWQtYmEzNzAxOGY1NjY2XkEyXkFqcGdeQXVyNTA3NTIyNDg@.jpg
1173,The Cook the Thief His Wife & Her Lover,Comedy|Drama,1989.0,The Cook the Thief His Wife & Her Lover (1989),https://www.imdb.com/title/tt0097108,https://m.media-amazon.com/images/M/MV5BZTlmM2U5YmQtMTcxYy00MzgyLTkyMDItZjY5Yjc3OTJkMTAzXkEyXkFqcGdeQXVyMTQxNzMzNDI@.jpg
1175,Delicatessen,Comedy|Drama|Romance,1991.0,Delicatessen (1991),https://www.imdb.com/title/tt0101700,https://m.media-amazon.com/images/M/MV5BNGJkNWZkNWItNjUzMS00MzNkLTg2NWItNzViNDQ0ZjQ4NmZhXkEyXkFqcGdeQXVyMjUzOTY1NTc@.jpg
1176,"The Double Life of Veronique (Double Vie de Véronique, La)",Drama|Fantasy|Romance,1991.0,"The Double Life of Veronique (Double Vie de Véronique, La) (1991)",https://www.imdb.com/title/tt0101765,https://m.media-amazon.com/images/M/MV5BYmE0ZGRiMDgtOTU0ZS00YWUwLTk5YWQtMzhiZGVhNzViMGZiXkEyXkFqcGdeQXVyMTMxODk2OTU@.jpg
1177,Enchanted April,Drama|Romance,1992.0,Enchanted April (1992),https://www.imdb.com/title/tt5633042,https://m.media-amazon.com/images/M/MV5BMTk1MzU5ODQ4N15BMl5BanBnXkFtZTcwODkzNjIzMg@@.jpg
1178,Paths of Glory,Drama|War,1957.0,Paths of Glory (1957),https://www.imdb.com/title/tt0050825,https://m.media-amazon.com/images/M/MV5BOTI5Nzc0OTMtYzBkMS00NjkxLThmM2UtNjM2ODgxN2M5NjNkXkEyXkFqcGdeQXVyNjQ2MjQ5NzM@.jpg
1179,The Grifters,Crime|Drama|Film-Noir,1990.0,The Grifters (1990),https://www.imdb.com/title/tt0099703,https://m.media-amazon.com/images/M/MV5BMjNiYzg3OTUtYTQ2Mi00OTAwLWI4OGMtZGNkNDhmZDU4ZGRmXkEyXkFqcGdeQXVyNDkzNTM2ODg@.jpg
1180,Hear My Song,Comedy,1991.0,Hear My Song (1991),https://www.imdb.com/title/tt0102014,https://m.media-amazon.com/images/M/MV5BOTZiYjk2OGUtMzU2MS00OGM0LWJhMWMtZmFmNzg1MGZkMGU5XkEyXkFqcGdeQXVyNjMwMjk0MTQ@.jpg
1183,The English Patient,Drama|Romance|War,1996.0,The English Patient (1996),https://www.imdb.com/title/tt0116209,https://m.media-amazon.com/images/M/MV5BOTkxZTdkNTQtM2QwOS00NzRlLWEyMGItYTcxOTE4NTgyNGVhXkEyXkFqcGdeQXVyMTQxNzMzNDI@.jpg
1184,Mediterraneo,Comedy|Drama,1991.0,Mediterraneo (1991),https://www.imdb.com/title/tt0102426,https://m.media-amazon.com/images/M/MV5BODA4NDg3ZGQtZTMyMy00ZjQyLWE4ZTEtZGFhNGNiNTZlOTJlXkEyXkFqcGdeQXVyNjMwMjk0MTQ@.jpg
1185,My Left Foot,Drama,1989.0,My Left Foot (1989),https://www.imdb.com/title/tt0097937,https://m.media-amazon.com/images/M/MV5BNjVkY2E5MDEtN2FlMi00NzM0LWEzYTQtZTczZTZhZGQ5YmNmXkEyXkFqcGdeQXVyNjkwOTQ4MDE@.jpg
1186,"Sex, Lies, and Videotape",Drama,1989.0,"Sex, Lies, and Videotape (1989)",https://www.imdb.com/title/tt0098724,https://m.media-amazon.com/images/M/MV5BNDllYWVkOTQtZjRlMC00NWFjLWI0OGEtOWY4YzU4ZjMxYzg3XkEyXkFqcGdeQXVyMTQxNzMzNDI@.jpg
1187,Passion Fish,Drama,1992.0,Passion Fish (1992),https://www.imdb.com/title/tt0105107,https://m.media-amazon.com/images/M/MV5BMWM3OGEzYzUtYTZkMy00NDJjLTgyYjQtMGYxNzQ0MzUzNmFiXkEyXkFqcGdeQXVyNjMwMjk0MTQ@.jpg
1188,Strictly Ballroom,Comedy|Romance,1992.0,Strictly Ballroom (1992),https://www.imdb.com/title/tt0105488,https://m.media-amazon.com/images/M/MV5BNjY2MWI2YWYtOGUyZS00ZGZjLTkyYjAtYWYxZDJmMzlkZjE0XkEyXkFqcGdeQXVyNTE1NjY5Mg@@.jpg
1189,The Thin Blue Line,Documentary,1988.0,The Thin Blue Line (1988),https://www.imdb.com/title/tt0096257,https://m.media-amazon.com/images/M/MV5BMTE3MTViMDUtNjkxYy00NWY2LTg5MzEtYjFiNzRkMTgwYTJmXkEyXkFqcGdeQXVyMTQxNzMzNDI@.jpg
1190,Tie Me Up! Tie Me Down! (¡Átame!),Crime|Drama|Romance,1990.0,Tie Me Up! Tie Me Down! (¡Átame!) (1990),https://www.imdb.com/title/tt0101026,https://m.media-amazon.com/images/M/MV5BMjExMDM0OTItY2E1YS00N2Y4LWFlNGMtOTgyNmFlMjIyOTgxXkEyXkFqcGdeQXVyMTA0MjU0Ng@@.jpg
1191,Madonna: Truth or Dare,Documentary|Musical,1991.0,Madonna: Truth or Dare (1991),https://www.imdb.com/title/tt0102370,https://m.media-amazon.com/images/M/MV5BMTM2Njg5NDEtNDFkMC00YmVlLWEyMjUtZWZiNWY1OGQ2ZTI1XkEyXkFqcGdeQXVyNzc5MjA3OA@@.jpg
1192,Paris Is Burning,Documentary,1990.0,Paris Is Burning (1990),https://www.imdb.com/title/tt0100332,https://m.media-amazon.com/images/M/MV5BNzk1ODAzNTQtYTQyOC00ZTcxLWE3Y2ItZmJhNGI2MGM5NjkwXkEyXkFqcGdeQXVyMTQxNzMzNDI@.jpg
1193,One Flew Over the Cuckoo's Nest,Drama,1975.0,One Flew Over the Cuckoo's Nest (1975),https://www.imdb.com/title/tt0073486,https://m.media-amazon.com/images/M/MV5BZjA0OWVhOTAtYWQxNi00YzNhLWI4ZjYtNjFjZTEyYjJlNDVlL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@.jpg
1194,Cheech and Chong's Up in Smoke,Comedy,1978.0,Cheech and Chong's Up in Smoke (1978),https://www.imdb.com/title/tt12389604,https://m.media-amazon.com/images/M/MV5BNjljYzM1ZTktOTMxMS00MGNlLTliYzYtZTVhMmUxNzFlMzBmXkEyXkFqcGdeQXVyNTM0Njc1NDk@.jpg
1196,Star Wars: Episode V - The Empire Strikes Back,Action|Adventure|Sci-Fi,1980.0,Star Wars: Episode V - The Empire Strikes Back (1980),https://www.imdb.com/title/tt0080684,https://m.media-amazon.com/images/M/MV5BYmU1NDRjNDgtMzhiMi00NjZmLTg5NGItZDNiZjU5NTU4OTE0XkEyXkFqcGdeQXVyNzkwMjQ5NzM@.jpg
1197,The Princess Bride,Action|Adventure|Comedy|Fantasy|Romance,1987.0,The Princess Bride (1987),https://www.imdb.com/title/tt0093779,https://m.media-amazon.com/images/M/MV5BYzdiOTVjZmQtNjAyNy00YjA2LTk5ZTAtNmJkMGQ5N2RmNjUxXkEyXkFqcGdeQXVyMjUzOTY1NTc@.jpg
1198,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark),Action|Adventure,1981.0,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),https://www.imdb.com/title/tt0082971,https://m.media-amazon.com/images/M/MV5BNTU2ODkyY2MtMjU1NC00NjE1LWEzYjgtMWQ3MzRhMTE0NDc0XkEyXkFqcGdeQXVyMjM4MzQ4OTQ@.jpg
1199,Brazil,Fantasy|Sci-Fi,1985.0,Brazil (1985),https://www.imdb.com/title/tt0088846,https://m.media-amazon.com/images/M/MV5BMDM0YTM3Y2UtNzY5MC00OTc4LThhZTYtMmM0ZGZjMmU1ZjdmXkEyXkFqcGdeQXVyNjc1NTYyMjg@.jpg
1200,Aliens,Action|Adventure|Horror|Sci-Fi,1986.0,Aliens (1986),https://www.imdb.com/title/tt0090605,https://m.media-amazon.com/images/M/MV5BOGJkY2EyOWYtYWRmNy00ZTEzLTllMDAtYzYzYjA0ZjFhZWJjXkEyXkFqcGdeQXVyMTUzMDUzNTI3.jpg
1201,"The Good, the Bad and the Ugly (Buono, il brutto, il cattivo, Il)",Action|Adventure|Western,1966.0,"The Good, the Bad and the Ugly (Buono, il brutto, il cattivo, Il) (1966)",https://www.imdb.com/title/tt0060196,https://m.media-amazon.com/images/M/MV5BNjJlYmNkZGItM2NhYy00MjlmLTk5NmQtNjg1NmM2ODU4OTMwXkEyXkFqcGdeQXVyMjUzOTY1NTc@.jpg
1202,Withnail & I,Comedy,1987.0,Withnail & I (1987),https://www.imdb.com/title/tt0094336,https://m.media-amazon.com/images/M/MV5BYjE3ODY5OWEtZmE0Mi00MjUxLTg5MmUtZmFkMzM1N2VjMmU5XkEyXkFqcGdeQXVyNTI4MjkwNjA@.jpg
1203,12 Angry Men,Drama,1957.0,12 Angry Men (1957),https://www.imdb.com/title/tt0050083,https://m.media-amazon.com/images/M/MV5BMWU4N2FjNzYtNTVkNC00NzQ0LTg0MjAtYTJlMjFhNGUxZDFmXkEyXkFqcGdeQXVyNjc1NTYyMjg@.jpg
1204,Lawrence of Arabia,Adventure|Drama|War,1962.0,Lawrence of Arabia (1962),https://www.imdb.com/title/tt0056172,https://m.media-amazon.com/images/M/MV5BYWY5ZjhjNGYtZmI2Ny00ODM0LWFkNzgtZmI1YzA2N2MxMzA0XkEyXkFqcGdeQXVyNjUwNzk3NDc@.jpg
1206,Clockwork Orange,Crime|Drama|Sci-Fi|Thriller,1971.0,Clockwork Orange (1971),https://www.imdb.com/title/tt0066921,https://m.media-amazon.com/images/M/MV5BMTY3MjM1Mzc4N15BMl5BanBnXkFtZTgwODM0NzAxMDE@.jpg
1207,To Kill a Mockingbird,Drama,1962.0,To Kill a Mockingbird (1962),https://www.imdb.com/title/tt0056592,https://m.media-amazon.com/images/M/MV5BNmVmYzcwNzMtMWM1NS00MWIyLThlMDEtYzUwZDgzODE1NmE2XkEyXkFqcGdeQXVyNzkwMjQ5NzM@.jpg
1208,Apocalypse Now,Action|Drama|War,1979.0,Apocalypse Now (1979),https://www.imdb.com/title/tt0078788,https://m.media-amazon.com/images/M/MV5BYmQyNTA1ZGItNjZjMi00NzFlLWEzMWEtNWMwN2Q2MjJhYzEyXkEyXkFqcGdeQXVyMjUzOTY1NTc@.jpg
1209,Once Upon a Time in the West (C'era una volta il West),Action|Drama|Western,1968.0,Once Upon a Time in the West (C'era una volta il West) (1968),https://www.imdb.com/title/tt0064116,https://m.media-amazon.com/images/M/MV5BODQ3NDExOGYtMzI3Mi00NWRlLTkwNjAtNjc4MDgzZGJiZTA1XkEyXkFqcGdeQXVyMjUzOTY1NTc@.jpg
1210,Star Wars: Episode VI - Return of the Jedi,Action|Adventure|Sci-Fi,1983.0,Star Wars: Episode VI - Return of the Jedi (1983),https://www.imdb.com/title/tt0086190,https://m.media-amazon.com/images/M/MV5BOWZlMjFiYzgtMTUzNC00Y2IzLTk1NTMtZmNhMTczNTk0ODk1XkEyXkFqcGdeQXVyNTAyODkwOQ@@.jpg
1211,"Wings of Desire (Himmel über Berlin, Der)",Drama|Fantasy|Romance,1987.0,"Wings of Desire (Himmel über Berlin, Der) (1987)",https://www.imdb.com/title/tt0093191,https://m.media-amazon.com/images/M/MV5BMzE0ZTljZWItMTE3Mi00ZmEzLTg0OTktYWQ5MGY3YTQzMjZmXkEyXkFqcGdeQXVyMjUzOTY1NTc@.jpg
1212,The Third Man,Film-Noir|Mystery|Thriller,1949.0,The Third Man (1949),https://www.imdb.com/title/tt0041959,https://m.media-amazon.com/images/M/MV5BYjE2OTdhMWUtOGJlMy00ZDViLWIzZjgtYjZkZGZmMDZjYmEyXkEyXkFqcGdeQXVyNzkwMjQ5NzM@.jpg
1213,Goodfellas,Crime|Drama,1990.0,Goodfellas (1990),https://www.imdb.com/title/tt0099685,https://m.media-amazon.com/images/M/MV5BY2NkZjEzMDgtN2RjYy00YzM1LWI4ZmQtMjIwYjFjNmI3ZGEwXkEyXkFqcGdeQXVyNzkwMjQ5NzM@.jpg
1214,Alien,Horror|Sci-Fi,1979.0,Alien (1979),https://www.imdb.com/title/tt0078748,https://m.media-amazon.com/images/M/MV5BOGQzZTBjMjQtOTVmMS00NGE5LWEyYmMtOGQ1ZGZjNmRkYjFhXkEyXkFqcGdeQXVyMjUzOTY1NTc@.jpg
1215,Army of Darkness,Action|Adventure|Comedy|Fantasy|Horror,1993.0,Army of Darkness (1993),https://www.imdb.com/title/tt0106308,https://m.media-amazon.com/images/M/MV5BODcyYzM4YTAtNGM5MS00NjU4LTk2Y2ItZjI5NjkzZTk0MmQ1XkEyXkFqcGdeQXVyNjU0OTQ0OTY@.jpg
1216,"The Big Blue (Grand bleu, Le)",Adventure|Drama|Romance,1988.0,"The Big Blue (Grand bleu, Le) (1988)",https://www.imdb.com/title/tt0095250,https://m.media-amazon.com/images/M/MV5BOTg5NGE1MjYtZjU3Zi00NWZhLTg4ZmEtMDI0YzMwN2Y2NDIxXkEyXkFqcGdeQXVyNTAyODkwOQ@@.jpg
1217,Ran,Drama|War,1985.0,Ran (1985),https://www.imdb.com/title/tt0089881,https://m.media-amazon.com/images/M/MV5BMmU1NGYwZWYtOWExNi00ZTEyLTgwMmUtM2ZlMDVjNWM4YjVlXkEyXkFqcGdeQXVyMjUzOTY1NTc@.jpg
1218,The Killer (Die xue shuang xiong),Action|Crime|Drama|Thriller,1989.0,The Killer (Die xue shuang xiong) (1989),https://www.imdb.com/title/tt0097202,https://m.media-amazon.com/images/M/MV5BNjgxOGViYTYtYWRkMC00MGZmLTk0OWEtYTgwZGNiMmZjNzYzXkEyXkFqcGdeQXVyMjUzOTY1NTc@.jpg
1219,Psycho,Crime|Horror,1960.0,Psycho (1960),https://www.imdb.com/title/tt0054215,https://m.media-amazon.com/images/M/MV5BNTQwNDM1YzItNDAxZC00NWY2LTk0M2UtNDIwNWI5OGUyNWUxXkEyXkFqcGdeQXVyNzkwMjQ5NzM@.jpg
1220,The Blues Brothers,Action|Comedy|Musical,1980.0,The Blues Brothers (1980),https://www.imdb.com/title/tt0080455,https://m.media-amazon.com/images/M/MV5BYTdlMDExOGUtN2I3MS00MjY5LWE1NTAtYzc3MzIxN2M3OWY1XkEyXkFqcGdeQXVyNzkwMjQ5NzM@.jpg
1221,The Godfather: Part II,Crime|Drama,1974.0,The Godfather: Part II (1974),https://www.imdb.com/title/tt0071562,https://m.media-amazon.com/images/M/MV5BMWMwMGQzZTItY2JlNC00OWZiLWIyMDctNDk2ZDQ2YjRjMWQ0XkEyXkFqcGdeQXVyNzkwMjQ5NzM@.jpg
1222,Full Metal Jacket,Drama|War,1987.0,Full Metal Jacket (1987),https://www.imdb.com/title/tt0093058,https://m.media-amazon.com/images/M/MV5BNzkxODk0NjEtYjc4Mi00ZDI0LTgyYjEtYzc1NDkxY2YzYTgyXkEyXkFqcGdeQXVyNzkwMjQ5NzM@.jpg
1223,Grand Day Out with Wallace and Gromit,Adventure|Animation|Children|Comedy|Sci-Fi,1989.0,Grand Day Out with Wallace and Gromit (1989),https://www.imdb.com/title/tt0104361,https://m.media-amazon.com/images/M/MV5BZjJlYjhlOTQtZmM5Ny00YmFhLTlhMzQtNDc4M2UzNjY0ZmMzXkEyXkFqcGdeQXVyNTA4NzExMDg@.jpg
1224,Henry V,Action|Drama|Romance|War,1989.0,Henry V (1989),https://www.imdb.com/title/tt0097499,https://m.media-amazon.com/images/M/MV5BODdlYzU0ZGYtNWQ1YS00Nzk4LTllZTItZTEyNjkxMWI5ODk4L2ltYWdlXkEyXkFqcGdeQXVyNjE5MjUyOTM@.jpg
1225,Amadeus,Drama,1984.0,Amadeus (1984),https://www.imdb.com/title/tt0086879,https://m.media-amazon.com/images/M/MV5BNWJlNzUzNGMtYTAwMS00ZjI2LWFmNWQtODcxNWUxODA5YmU1XkEyXkFqcGdeQXVyNTIzOTk5ODM@.jpg
1226,The Quiet Man,Drama|Romance,1952.0,The Quiet Man (1952),https://www.imdb.com/title/tt0045061,https://m.media-amazon.com/images/M/MV5BMWM1ZDhlM2MtNDNmMi00MDk4LTg5MjgtODE4ODk1MjYxOTIwXkEyXkFqcGdeQXVyNjc0MzMzNjA@.jpg
1227,Once Upon a Time in America,Crime|Drama,1984.0,Once Upon a Time in America (1984),https://www.imdb.com/title/tt0087843,https://m.media-amazon.com/images/M/MV5BMGFkNWI4MTMtNGQ0OC00MWVmLTk3MTktOGYxN2Y2YWVkZWE2XkEyXkFqcGdeQXVyNjU0OTQ0OTY@.jpg
1228,Raging Bull,Drama,1980.0,Raging Bull (1980),https://www.imdb.com/title/tt0081398,https://m.media-amazon.com/images/M/MV5BYjRmODkzNDItMTNhNi00YjJlLTg0ZjAtODlhZTM0YzgzYThlXkEyXkFqcGdeQXVyNzQ1ODk3MTQ@.jpg
1230,Annie Hall,Comedy|Romance,1977.0,Annie Hall (1977),https://www.imdb.com/title/tt0075686,https://m.media-amazon.com/images/M/MV5BZDg1OGQ4YzgtM2Y2NS00NjA3LWFjYTctMDRlMDI3NWE1OTUyXkEyXkFqcGdeQXVyMjUzOTY1NTc@.jpg
1231,The Right Stuff,Drama,1983.0,The Right Stuff (1983),https://www.imdb.com/title/tt21366850,https://m.media-amazon.com/images/M/MV5BOTM3YTVhYWUtZThhOS00ZmRjLWI4ZjUtNDg4YmYwY2M2MjRlXkEyXkFqcGdeQXVyMjcyMzY4Ng@@.jpg
1232,Stalker,Drama|Mystery|Sci-Fi,1979.0,Stalker (1979),https://www.imdb.com/title/tt0079944,https://m.media-amazon.com/images/M/MV5BMDgwODNmMGItMDcwYi00OWZjLTgyZjAtMGYwMmI4N2Q0NmJmXkEyXkFqcGdeQXVyNzY1MTU0Njk@.jpg
1233,"The Boot, Das (Boat)",Action|Drama|War,1981.0,"The Boot, Das (Boat) (1981)",https://www.imdb.com/title/tt0082096,https://m.media-amazon.com/images/M/MV5BNDBjMWUxNTUtNjZiNi00YzJhLTgzNzUtMTRiY2FkZmMzYTNjXkEyXkFqcGdeQXVyMTUzMDUzNTI3.jpg
1234,The Sting,Comedy|Crime,1973.0,The Sting (1973),https://www.imdb.com/title/tt0070735,https://m.media-amazon.com/images/M/MV5BNGU3NjQ4YTMtZGJjOS00YTQ3LThmNmItMTI5MDE2ODI3NzY3XkEyXkFqcGdeQXVyMjUzOTY1NTc@.jpg
1235,Harold and Maude,Comedy|Drama|Romance,1971.0,Harold and Maude (1971),https://www.imdb.com/title/tt0067185,https://m.media-amazon.com/images/M/MV5BY2M5Mzg3NjctZTlkNy00MTU0LWFlYTQtY2E2Y2M4NjNiNzllXkEyXkFqcGdeQXVyMTAwMzUyOTc@.jpg
1236,Trust,Comedy|Drama|Romance,1990.0,Trust (1990),https://www.imdb.com/title/tt0103130,https://m.media-amazon.com/images/M/MV5BOTg2NjBjYTAtNzEwNi00MjMzLWFhYzYtNzY1MzQ0MjMwMWQ1XkEyXkFqcGdeQXVyNTcwNjUwNzk@.jpg
1237,"The Seventh Seal (Sjunde inseglet, Det)",Drama,1957.0,"The Seventh Seal (Sjunde inseglet, Det) (1957)",https://www.imdb.com/title/tt0050976,https://m.media-amazon.com/images/M/MV5BOWM3MmE0OGYtOGVlNC00OWE1LTk5ZTAtYmUwMDIwM2ZlNWJiXkEyXkFqcGdeQXVyMjUzOTY1NTc@.jpg
1238,Local Hero,Comedy,1983.0,Local Hero (1983),https://www.imdb.com/title/tt0085859,https://m.media-amazon.com/images/M/MV5BNjAxOGVjZjktNjc1Ny00NGYyLWEwYWUtNDZhMDJmZmQzMjIzXkEyXkFqcGdeQXVyNjc5NjEzNA@@.jpg
1240,The Terminator,Action|Sci-Fi|Thriller,1984.0,The Terminator (1984),https://www.imdb.com/title/tt0088247,https://m.media-amazon.com/images/M/MV5BYTViNzMxZjEtZGEwNy00MDNiLWIzNGQtZDY2MjQ1OWViZjFmXkEyXkFqcGdeQXVyNzkwMjQ5NzM@.jpg
1241,Dead Alive (Braindead),Comedy|Fantasy|Horror,1992.0,Dead Alive (Braindead) (1992),https://www.imdb.com/title/tt0103873,https://m.media-amazon.com/images/M/MV5BYTU5NDk5ZDYtMDA0NC00MjNiLTkzNTQtZjBlYzRmNzZlNzM0XkEyXkFqcGdeQXVyMjUzOTY1NTc@.jpg
1242,Glory,Drama|War,1989.0,Glory (1989),https://www.imdb.com/title/tt0097441,https://m.media-amazon.com/images/M/MV5BODhlNjA5MDEtZDVhNS00ZmM3LTg1YzAtZGRjNjhjNTAzNzVkXkEyXkFqcGdeQXVyNjUwMzI2NzU@.jpg
1243,Rosencrantz and Guildenstern Are Dead,Comedy|Drama,1990.0,Rosencrantz and Guildenstern Are Dead (1990),https://www.imdb.com/title/tt0100519,https://m.media-amazon.com/images/M/MV5BNjc0MTU0MDY1OV5BMl5BanBnXkFtZTcwMDI2OTY2NA@@.jpg
1244,Manhattan,Comedy|Drama|Romance,1979.0,Manhattan (1979),https://www.imdb.com/title/tt0079522,https://m.media-amazon.com/images/M/MV5BZGE2NjI5MjAtODQwYy00OGJkLWJiZTEtMTU0NzVlMTkzNjFjXkEyXkFqcGdeQXVyMTUzMDUzNTI3.jpg
1245,Miller's Crossing,Crime|Drama|Film-Noir|Thriller,1990.0,Miller's Crossing (1990),https://www.imdb.com/title/tt0100150,https://m.media-amazon.com/images/M/MV5BMTY2Njk3MTAzM15BMl5BanBnXkFtZTgwMTY5Mzk4NjE@.jpg
1246,Dead Poets Society,Drama,1989.0,Dead Poets Society (1989),https://www.imdb.com/title/tt0097165,https://m.media-amazon.com/images/M/MV5BOGYwYWNjMzgtNGU4ZC00NWQ2LWEwZjUtMzE1Zjc3NjY3YTU1XkEyXkFqcGdeQXVyMTQxNzMzNDI@.jpg
1247,The Graduate,Comedy|Drama|Romance,1967.0,The Graduate (1967),https://www.imdb.com/title/tt0061722,https://m.media-amazon.com/images/M/MV5BMTQ0ODc4MDk4Nl5BMl5BanBnXkFtZTcwMTEzNzgzNA@@.jpg
1248,Touch of Evil,Crime|Film-Noir|Thriller,1958.0,Touch of Evil (1958),https://www.imdb.com/title/tt0052311,https://m.media-amazon.com/images/M/MV5BOTA1MjA3M2EtMmJjZS00OWViLTkwMTEtM2E5ZDk0NTAyNGJiXkEyXkFqcGdeQXVyNzkwMjQ5NzM@.jpg
1249,"Femme Nikita, La (Nikita)",Action|Crime|Romance|Thriller,1990.0,"Femme Nikita, La (Nikita) (1990)",https://www.imdb.com/title/tt0118379,https://m.media-amazon.com/images/M/MV5BNDZhY2U3NGMtMTEwYi00YmQ5LThiZjItYzg5YmJlYmUzMDk2XkEyXkFqcGdeQXVyMzY0MTE3NzU@.jpg
1250,The Bridge on the River Kwai,Adventure|Drama|War,1957.0,The Bridge on the River Kwai (1957),https://www.imdb.com/title/tt0050212,https://m.media-amazon.com/images/M/MV5BOGY5NmNlMmQtYzRlYy00NGQ5LWFkYjYtNzExZmQyMTg0ZDA0XkEyXkFqcGdeQXVyNDIzMzcwNjc@.jpg
1251,8 1/2 (8½),Drama|Fantasy,1963.0,8 1/2 (8½) (1963),https://www.imdb.com/title/tt26687237,https://m.media-amazon.com/images/M/MV5BYWY5OWRlZWEtOWQ1Ni00ZjQ0LTkwYjItZGFiYTcxMDUxMmJjXkEyXkFqcGdeQXVyMTM1MTE1NDM1.jpg
1252,Chinatown,Crime|Film-Noir|Mystery|Thriller,1974.0,Chinatown (1974),https://www.imdb.com/title/tt0071315,https://m.media-amazon.com/images/M/MV5BMjJkMDZhYzItZTFhMi00ZGI4LThlNTAtZDNlYmEwNjFkNDYzXkEyXkFqcGdeQXVyMjUzOTY1NTc@.jpg
1253,The Day the Earth Stood Still,Drama|Sci-Fi|Thriller,1951.0,The Day the Earth Stood Still (1951),https://www.imdb.com/title/tt0043456,https://m.media-amazon.com/images/M/MV5BMTU5NTBmYTAtOTgyYi00NGM0LWE0ODctZjNiYWM5MmIxYzE4XkEyXkFqcGdeQXVyNTAyODkwOQ@@.jpg
1254,The Treasure of the Sierra Madre,Action|Adventure|Drama|Western,1948.0,The Treasure of the Sierra Madre (1948),https://www.imdb.com/title/tt0040897,https://m.media-amazon.com/images/M/MV5BOTJlZWMxYzEtMjlkMS00ODE0LThlM2ItMDI3NGQ2YjhmMzkxXkEyXkFqcGdeQXVyMDI2NDg0NQ@@.jpg
1255,Bad Taste,Comedy|Horror|Sci-Fi,1987.0,Bad Taste (1987),https://www.imdb.com/title/tt0092610,https://m.media-amazon.com/images/M/MV5BNmU5YzQyODEtZjY4MC00ZDA2LTk1YTItZmNiN2MyMWU3MGUzXkEyXkFqcGdeQXVyNjMwMjk0MTQ@.jpg
1256,Duck Soup,Comedy|Musical|War,1933.0,Duck Soup (1933),https://www.imdb.com/title/tt0023969,https://m.media-amazon.com/images/M/MV5BYmYxZGU2NWYtNzQxZS00NmEyLWIzN2YtMDk5MWM0ODc5ZTE4XkEyXkFqcGdeQXVyNTA4NzY1MzY@.jpg
1257,Better Off Dead...,Comedy|Romance,1985.0,Better Off Dead... (1985),https://www.imdb.com/title/tt0088794,https://m.media-amazon.com/images/M/MV5BNTdmMWU3MTktNWY3MC00MTlmLWJiM2QtZWQyM2E3MDI2YzI2XkEyXkFqcGdeQXVyMTUzMDUzNTI3.jpg
1258,The Shining,Horror,1980.0,The Shining (1980),https://www.imdb.com/title/tt0081505,https://m.media-amazon.com/images/M/MV5BZWFlYmY2MGEtZjVkYS00YzU4LTg0YjQtYzY1ZGE3NTA5NGQxXkEyXkFqcGdeQXVyMTQxNzMzNDI@.jpg
1259,Stand by Me,Adventure|Drama,1986.0,Stand by Me (1986),https://www.imdb.com/title/tt0092005,https://m.media-amazon.com/images/M/MV5BODJmY2Y2OGQtMDg2My00N2Q3LWJmZTUtYTc2ODBjZDVlNDlhXkEyXkFqcGdeQXVyMTQxNzMzNDI@.jpg
